arch_id,name,link,categories,notes,num_nodes,num_edges,category_list
plce6pRdx6o,Strikingly: Build a Website in 20 Minutes on AWS,https://www.youtube.com/watch?v=plce6pRdx6o,other,"Building own service rather than CloudFront for supporting tens of thousands of domains
    The edge (ELB, ECS, ElastiCache, SQS) setup can be duplicated to support multiple domains
    The main region (i.e. security manager) will communicate with Let's Encrypt for certificate issue
    The security manager will distribute the new certificate to all edge nodes for it to work
    In the distribution of certificate, straight API upload is not used because of security, and plug-and-play design choice (i.e. main region does not maintain a list of edge nodes)",8,6,other
WZ4YL4Z177Q,Delhivery: Building a Supply Chain Technology Platform for Speed  Network Optimization,https://www.youtube.com/watch?v=WZ4YL4Z177Q,"data_ingestion,interactive","100M events.
    Supply chain technology company's platform for a variety of tasks.
    It seems most of their architecture is geared towards capturing events originating from their app and storing/distributing them.
    They also provide ApiGateway access to their database.",12,14,"data_ingestion, interactive"
wzj2VQutJws,DataDog: Scaling Kubernetes with Metaclusters on AWS,https://www.youtube.com/watch?v=wzj2VQutJws,control,Graph isn't exactly as how it was shown in the video. But it is the best attempt at representing it.,9,8,control
R-DPMUjZEf4,Logicworks: HIPAA Compliance and SSL Termination with Thousands of Certificates,https://www.youtube.com/watch?v=R-DPMUjZEf4,other,"Company: provide compliance services to health care and finance
    Transformed from on-premise to cloud
    Requirements: 
    - IP address needs to be fixed for white listing (solved by NLB)
    - Large volume (tens of thousands) of SSL termination (solved by HAProxy at first EC2)
    ELB used to load balance between different apps (used rather than ALB due to TCP mode)",7,6,other
D9qTotVJYss,HBO Max: Using Canaries for Outside-in Validation,https://www.youtube.com/watch?v=D9qTotVJYss,data_ingestion,"Account management for customer care agents, fraud mitigation toolsDeployment in multiple regions",6,10,data_ingestion
dAQhNjwkOX8,Cation Consulting: How to Build a Scalable Chatbot and Deploy to Europe's Largest Airline,https://www.youtube.com/watch?v=dAQhNjwkOX8,"data_ingestion,interactive","aim is to create a scalable chatbot with conversational AI. make life of users easy, navigation. multiple languages.
    if answer doesnt satisfy user using Lex, the alternate flow is to go to SageMaker. if this also not good, goes to consumer service.
    110 services. 100 of thousands of conversations.",14,24,"data_ingestion, interactive"
KM5ONS2fnG0,HP: Serverless Data Pipeline to Process Manufacturing Data From Assembly Lines in Near Real-Time,https://www.youtube.com/watch?v=KM5ONS2fnG0,data_ingestion,Aurora because it is serverless and HP need not worry about the sudden change in workload. Elastic search for real time data monitoring. Previously used Kafka + Apache streams but lot of resources were just allocated to just manage the environment. Managed environment let them concentrate on business logic. Learning - Streaming Lambdas to DynamoDB need to be limited to 2-3 as it would throttle DynamoDB reads. Increased parallelism by leveraging 'Concurrent batches per shard feature of Lambdas'.,10,20,data_ingestion
SpIlpGxuwFM,Northwestern Mutual: Reducing CI CD Cycle Time with Automation Using AWS CDK Serverless Architecture,https://www.youtube.com/watch?v=SpIlpGxuwFM,other,"Northwestern Mutual: insuarance & financial services company
    System: build a serverless pipeline that allows developers to deploy architectures to AWS safely and securely
    After pushing to CDK, a change set is created, and validated (eg. whether secure, whether have access)
    Monitoring and logging are built into CDK
    Benefit of the system: quick deployment of infra and focus on business logic
    Future Plan: CloudFront static site for easy and safe deployment",8,8,other
cZuoiXQ0xUk,Leaven: Machine Learning at Massive Scale to Protect Human Life,https://www.youtube.com/watch?v=cZuoiXQ0xUk,compute_intensive,"cloud consultancy company; moving customers to cloud.
    this video is about one case where they help a customer to run ML inference on video frames (for road inspection).
    Mention ML library is large, challenging to fit into Lambda. Lambda can only have 250MB expanded space (plus some space in temp directory), but TensorFlow is >1GB. AWS releases new features that allows to pack all pytho libraries into a docker container, with 10GB limit.
    Use 400k images with road defects to train the model.",8,13,compute_intensive
cmlhEbm1kPk,DXC  Munich Re: Amazon Connect with AWS Machine Learning Services,https://www.youtube.com/watch?v=cmlhEbm1kPk,compute_intensive,Reduced cost,9,18,compute_intensive
RxAmb57NCPM,Zalando: Highly Scalable Data Processing Pipeline,https://www.youtube.com/watch?v=RxAmb57NCPM,data_ingestion,"data processing pipeline. online retail platform connecting various stakeholders. 28 million active users per month.
    built the pipeline with 9 people serving about 100 teams. they used nakadi which is an open source distributed event bus. 
    all microservices talk to it. nakadi mostly does batching. each lambda has incoming sqs and outgoing dlq so that if anything fails,
    can retry and recover. the lambda writes to S3 every hour or so. the second lambda is mostly for metadata. 
    third lambda is for daily partition. 2 mil lambda invocations/day can go upto 6 million.",13,12,data_ingestion
iWK0iRUi-b4,Snyk: CICD Pipelines and Security Controls for Application Developers,https://www.youtube.com/watch?v=iWK0iRUi-b4,interactive,"",8,12,interactive
c2TGPlvAHLs,NuData Security: Identity Validation with Amazon SageMaker,https://www.youtube.com/watch?v=c2TGPlvAHLs,"compute_intensive,interactive","NuData: behaviour biometrics company that focuses on passive authentication
    Lambda (which is good for global scale) can be replaced with other compute resources, like EC2
    If the compute resource is Lambda, data like Cloud Watch Logs are exported into RedShift; if it's EC2, it would be through Kinesis Firehose
    RedShift is where data scientist do analytics on data
    Machine learning part is wrapped in a CloudFormation template for different models
    SageMaker stores multiple versions of model",6,5,"compute_intensive, interactive"
qgW8LQ8iBuA,Hancom: Building a Real-time Office Collaboration Service (Korean),https://www.youtube.com/watch?v=qgW8LQ8iBuA,data_ingestion,"storage for safely storing files and a subscription service. provide interworking services. vpc for communication over 6 regions. didnt use aurora db first. lot of resources required. no stability. doubled their service, but still easy now. 6 copy - 3AZ.",10,4,data_ingestion
Pc7_uOdlGKo,Panasonic Avionics: Weather Data and ML Models Improve In-Flight Entertainment Customer Satisfaction,https://www.youtube.com/watch?v=Pc7_uOdlGKo,data_ingestion,"",9,9,data_ingestion
iKYvG5aiIn8,TrueBlue: Scaling Job Matching with a Serverless Delta Lake,https://www.youtube.com/watch?v=iKYvG5aiIn8,data_ingestion,"",9,7,data_ingestion
mpgM2qeAfaQ,Brain Power Fidgetology: Automatic Analysis of Body Language Using Serverless and AI on AWS,https://www.youtube.com/watch?v=mpgM2qeAfaQ,compute_intensive,"accesses video streams from devices and analyzes body language.
    rekognition used to analyze faces and body language.
    Kinesis stream 1 contains raw output of rekognition. Uses Lambda for post processing like face movement velocity. or alerts.
    Kinesis stream 2 is processed data.
    Use kinesis video and rekognitation because they interface well and did what they wanted.",9,10,compute_intensive
uNAmsoLed1E,Bajaj Housing Finance Limited: Serverless Data Pipelines with AWS Glue and Amazon Aurora PGSQL,https://www.youtube.com/watch?v=uNAmsoLed1E,data_ingestion,"Mortgages company. Extract transform and serve layers. KMS and S3 server side encryption to protect sensitive data. Processed data is stored to S3 and Aurora Postgres. Aurora postgres acts as datamart and s3 as datalake. Glue as it is serverless and fully managed. Aurora Postgres chosen keeping its cost and performance in mind/ Future plans of doing predictive analytics using sage maker. Also plans of using quicksight (once available in Mumbai, India) as Tableau is costly, and step functions to automate the workflow (currently Lambda is used).",10,15,data_ingestion
qN5-v4NlKac,Cookpad: Security Architecture to Monitor and Analyze Secure Logs using AWS (English),https://www.youtube.com/watch?v=qN5-v4NlKac,data_ingestion,"100 million users worldwide for cooking recipe tips. most innovative part of architecture: latency should be under 1 minute. rts is expensive. this arch achieves low latency and log data integrity. 330 million logs per day. ~270 gb data. to handle these logs, $2 per day cost of lambda. no configuration reqd for logs as s3 has no such requirement. anomaly detection future play with sagemaker.",10,10,data_ingestion
DkPPwq517aE,Enimbos:Creating a Saving Costs Management Platform using Serverless Compute Engine on AWS Span ,https://www.youtube.com/watch?v=DkPPwq517aE,"interactive,control","Help companies use cloud, offer migration services, 24/7 support
    This system allows automation of routines in cloud (for both internal devs and customers)

    Fargate manages ECS instances (and saves cost of that)
    CloudWatch alarm triggers scaling (using replicas) of RDS, such that all read requests will only be on replicas
    CloudWatch events run at 1 minute frequency

    Future plan: 1) use Aurora for auto scaling instead of RDS replicas
    2) move from MySQL based RDBMS to NonSQL (DynamoDB)",10,14,"interactive, control"
7V8wTCkjOqo,NAB: Automating Cloud Governance at the National Australia Bank,https://www.youtube.com/watch?v=7V8wTCkjOqo,other,"System: consistent compliance framework
    Challenge: automate the process of adhere to standards (reduce workload and less error prone)
    25 Lambdas
    SNS is used for communication across accounts",7,7,other
BX1K8x1lVLc,"Love, Bonito: Achieving Scalability Using Magento with Kubernetes",https://www.youtube.com/watch?v=BX1K8x1lVLc,interactive,"E-commerce platform.
    Web is powered by Magento.
    Magento by design is monolithic, but they have split it into 3 parts -- web app, chron jobs, admin panel -- and have different autoscaling rules for each.
    Mention k8s has advantages that deploying does not cause downtime.
    Future: headless applications.",8,14,interactive
8s0wGRkiDrw,Mobilewalla: S3 Access Monitoring Using ML,https://www.youtube.com/watch?v=8s0wGRkiDrw,data_ingestion,"Proactive, near real-time monitoring of S3 for suspicious activity.
    18-20M access log records/month.
    One comment proposes to use Amazon GuardDuty, the solution architect comments that 1) ElasticSearch is more flexible on the right attributes to monitor, 2) future extensibility for other types of logs, 3) GuardDuty was not available when this system was built.",5,4,data_ingestion
J4vHfpL66Zk,Lean Grids Services: Adaptable Data Platform Based on a Serverless Architecture Spanish,https://www.youtube.com/watch?v=J4vHfpL66Zk,data_ingestion,"maintenance and adaptive solution. data always ends up in s3. have a datalake. batch oriented processing. sagemaker for ml.
    main motto adaptation and agile.",10,17,data_ingestion
7LziNjUTo7w,IHS Markit: Virtual Instructor-Led Trainings with IHS Markit (now part of S&P Global),https://www.youtube.com/watch?v=7LziNjUTo7w,interactive,"[VERY INTERESTING!]
    Virtual software training platform.
    The product is PETRA technical application, which requires high-end configurations with GPUs; use AWS AppStream to deliver the software.
    Students simply click streaming URL to access the software.
    Use Filesystem! Potentially because it is a high-end software.
    It is mentioned the software also runs on Desktop (but requires high-end GPUs and CPUs), which may imply why it uses FS.",9,16,interactive
XUCGMzLx8wY,Mytona: How a ML Recommendation System was Built for Gaming,https://www.youtube.com/watch?v=XUCGMzLx8wY,data_ingestion,Dynamic traffic allocation using Multi-arm-bandit. several hundred thousand customers,8,9,data_ingestion
OuQvFd44vw4,econda GmbH: Building a RealTime Personalization Engine with Amazon Sagemaker and AWS ECS,https://www.youtube.com/watch?v=OuQvFd44vw4,"compute_intensive,interactive","Econda handles requests coming from websites, stores them, allows users to perform analytics on them.
    Perform daily automated training for each client and allow realtime inference afterwards.
    Interestingly they are using SageMaker for only preprocessing and training, not inference.
    For inference they are using ECS where they have pulled only the relevant parts of SageMaker -- this has reduced costs.
    They have their own algorithms, don't use SageMaker's. So it is only used for undifferentiated heavy lifting.
    Not sure how ECR fits into the picture. They mention something about algorithm versioning using image-text in ECR.",10,9,"compute_intensive, interactive"
tVjrkpjWG5o,Pason Systems: Petabyte Scale Drilling Datamart on AWS LIVE,https://www.youtube.com/watch?v=tVjrkpjWG5o,"data_ingestion,compute_intensive","End to end ecosystem for managing oil and drilling data.
    Simple interface to access their drilling sensor data.
    Contractors and Operators use JDBC/ODBC drivers to connect to Presto.
    Apache Presto is running on EMR. Provides unified view into different data sources.
    EMR FS is used to store sensor data.
    Many microservices run on the EC2. One of those is the ETL service (shown in graph).",7,8,"data_ingestion, compute_intensive"
aN26J-7q9Hw,Qonto: How to Leverage Serverless Technologies to Quickly Achieve PCIDSS Compliance French,https://www.youtube.com/watch?v=aN26J-7q9Hw,control,"App allows users to manage their cards using the Qonto app. It is not described what all is meant by managing the card.
    There are two flows. The first flow is the card management that starts at the users app and connects to the mastercard network among other things.
    The next is logging flow which writes logs to Sentry.
    The main issue is being PCI-DSS compliant. They specifically use Lambdas because AWS is certified to be PCI-DSS compliant.",10,13,control
5f3z1Z_9BJA,Capgemini: Refactoring a Data Warehouse to Amazon Redshift,https://www.youtube.com/watch?v=5f3z1Z_9BJA,data_ingestion,"Life science project, migration from IBM services to AWS redshift.
    Use AWS snowball to transfer data to datacenter for the initial loading; later ingestion use Storage Gateway.
    Use ELT instead of ETL.
    Require HIPAA compliance and encrypt data at rest.",11,17,data_ingestion
OrC9cLYMbas,Telecoming: How To Save Up to 70% Using Fargate Spot on a Test Automation Platform (Spanish),https://www.youtube.com/watch?v=OrC9cLYMbas,control,"7 billion annual payment transactions
    present in 27 countries
    30000 daily test executions
    cost optimization using Fargate Spot (70% savings)
    testing platform",5,7,control
6CgqEzyWpeA,SundaySky: Create Personalized Videos in Real Time on GPU-based Spot Instances for Video Rendering,https://www.youtube.com/watch?v=6CgqEzyWpeA,"compute_intensive,interactive",rendering as a service (RaaS). used gpu based spot instances.api gateway for what kind of subscription user has. based on spot instances. how is high availability maintained? multiple availability zones. instance types in autoscaling groups.billion of videos yearly. highly available service - scaling mechanism reliant on cloudwatch metrics with lambda triggered by step func every 15 seconds. talks to ec2 if need to increase instance. AWS ASG - specific instance types to specific weights.,12,19,"compute_intensive, interactive"
ccPhkyPm_3w,Imperva: Building Real-Time Streaming Data Pipelines Using Amazon MSK,https://www.youtube.com/watch?v=ccPhkyPm_3w,data_ingestion,Application and data security. With the use of MSK the time taken to deliver the security issues to customer has been reduced from 20 min to < 3 min. Batch processing to Stream processing.,6,6,data_ingestion
XqsgQxyZ2Tw,1plusX: A RealTime Data Management Platform on AWS,https://www.youtube.com/watch?v=XqsgQxyZ2Tw,data_ingestion,"they use kafka for their data pipelines and streaming. usage analysis is done using previous data which theyve worked on.
    They have separate ecs instances for ingestion, aggregation, profiling, and finally serving, each of which makes connections with Kafka and S3.
    mulitple billions of events per month. want fault tolerant. 2 diff fault tolerant strategies. distrubition to multiple AZs. Replication in CouchDatabase.
    recovery of data mechanisms in place. how they handle deletion. like in kafka, cannot delete by key. they do batch and stream processing. they only keep a short history in kafka.
    history is kept in s3.",11,16,data_ingestion
O11BgSm7V14,HeyJobs: Moving to a Serverless Data Platform to Process and Enrich Over 3 Million Records a Day,https://www.youtube.com/watch?v=O11BgSm7V14,data_ingestion,"3M records a day. Pull data from 3rd party APIs using Cron jobs on EventBridge.
Cost savings: 30%. ECS containers duplicate and pull the data from Aurora.",10,13,data_ingestion
PgeQufaQy7I,"MindTickle: Building a Secure, Automated, Multi-Region Architecture on AWS",https://www.youtube.com/watch?v=PgeQufaQy7I,interactive,video talks about scale. Lambda@Edge why useful. talks about automating geographical replication/availability (end of video). automating infrastructure (95%) and isolating data/compute due to compliance.# of microservices: 250. journey of automation/automation wins,8,8,interactive
GJ1So_pbZWk,Taysols: Next Best Offer Recommendation System using Amazon SageMaker,https://www.youtube.com/watch?v=GJ1So_pbZWk,data_ingestion,"Customers can drop their data in different storage systemscomplete serverless and event-driven, easy to productionizeSagemaker for training and predictionFuture plans to use code pipeline for ci-cd",9,23,data_ingestion
uWUAcc68MWI,AWS Solutions: RealTime IoT Device Monitoring with Kinesis Data Analytics,https://www.youtube.com/watch?v=uWUAcc68MWI,data_ingestion,"MQQT messages from IoTCore. firehose helps in redirecting. makes it easier. its extensible. 
    The entire architecture is available in CloudFormation template, which can be deployed in 15 mins.",11,15,data_ingestion
QJZHs1CSxu0,Define Media: How Define Media Places Ads with Low Latency Using Sophisticated Machine Learning,https://www.youtube.com/watch?v=QJZHs1CSxu0,compute_intensive,"Training neural network on the cloud.
    The input data is users interaction with their webpage and corresponding ads.",6,6,compute_intensive
2L0m28ZLmtE,Sanofi with TeamWork: OnDemand Data Science Environment,https://www.youtube.com/watch?v=2L0m28ZLmtE,compute_intensive,"A data analysis platform on the cloud.
    S3 is used to host a static web page.
    Two main apps are provided: R Studio and SageMaker.
    Lambdas are provided for common tasks like Translate and Comprehend. Unclear how they are connected to the rest of the system.
    Authentication via Cognito and proprietary sso.
    Data lake is mentioned (S3 based). Unclear how it is integrated with the rest of the system.",13,11,compute_intensive
mtZvA7ARepM,Temenos: Building Serverless Banking Software at Scale,https://www.youtube.com/watch?v=mtZvA7ARepM,interactive,"no 1 banking software. half a billion banking customers. elastic scalability automatic - they wanted that. pay as u go.
    ease of management. every request routed thru api gateway. RDS used as OLTP database. DynamoDB used as query optimized database, 
    only the things needed end up there. Fargate used for scaling out both external and internal infras, 
    again pay as u go made them take the decision. 50k txns/second. 12.5k txns/second are banking txns.",9,16,interactive
ZPsBzAwJzoI,NAGRA: NexGuard Watermarking for Securing Streaming Content Using AWS,https://www.youtube.com/watch?v=ZPsBzAwJzoI,interactive,"- watermarking service
    - not provided as a service, but as a collection of templates that customers can deploy in their own accounts
    
    - scale: not mentioned
    - encoding: mediaconvert
    - origin: s3
    - CMS: selects a/b sequence
    - cloudfront: lambda@edge
    - dynamodb: blacklisting and dropping sessions",12,17,interactive
QnwfcDZkwh8,Mediaset: Achieving an Omni-Channel Broadcasting Voting System Near Realtime at Scale,https://www.youtube.com/watch?v=QnwfcDZkwh8,interactive,"viewers send in votes for broadcast content (challenges).
Key: wanted to rebuild in AWS to handle spiky load.",13,18,interactive
pZ7Lr94noLo,Aventri: SaaS Solution for Event Management,https://www.youtube.com/watch?v=pZ7Lr94noLo,interactive,"Event management software (real-workload event, not in CS sense).
    Has done 30K meetings, log 100K hours video/audios (<6 months?)",13,15,interactive
FqCs3BD6qvo,Accellion kiteworks: Cost-Effective CI CD Platform Using Amazon EC2 Spot,https://www.youtube.com/watch?v=FqCs3BD6qvo,control,Onprem CICD pipelines - Requests may get queued when resources are not available. VPC - scales and also enables secure site to site connection. 62 percent cost saving. Future plans of making use of Amazon Mac OS instances.,6,10,control
YiOTd6IfGoU,Go Global: Processing Tens of Different Event Types on a Generic Data Lake Architecture (Hebrew),https://www.youtube.com/watch?v=YiOTd6IfGoU,data_ingestion,service for tourism industry. 230k hotels and apts over the world. 200 countries! 40 million searches everyday. 20 million events in firehose. they split based on datatypes.consumers R&D use elasticsearch. quicksight as well used. athena too. athena used by devs to create new data types/events.,12,13,data_ingestion
cmYI6axlicc,Pirelli: Building a Data Platform at Scale,https://www.youtube.com/watch?v=cmYI6axlicc,data_ingestion,"15 factories * 6 sources => ~4K data streams
    2 layers of EMR",10,14,data_ingestion
5CwIt-Alqhg,Accenture: Building a Blockchain Circular Supply Chain,https://www.youtube.com/watch?v=5CwIt-Alqhg,data_ingestion,"supply chain solution. blockchain and payments. sustainability. 
    data comes in whose threshold is written into the lambda functions. smart contracts used on EKS. several logistics solved by EKS.
    key management done on cloud for compliance (prevents crypto hacks), people dont lose key. Cloud HSM is used (provided by AWS). 
    DynamoDB usage? dont need to hit blockchain again and again. fetch from db. need real time view for clients. 
    future purpose: move data to s3 then to sagemaker to create training models.
    off chain db. used for visualiztion.",11,12,data_ingestion
kszaIJEnKPk,ResMed: Improving Patient Outcomes with Serverless at Scale,https://www.youtube.com/watch?v=kszaIJEnKPk,"data_ingestion,interactive","",11,13,"data_ingestion, interactive"
yXpd8gPfows,Inawisdom: How Insurance Companies are Using IDP to Optimize Document Processing,https://www.youtube.com/watch?v=yXpd8gPfows,compute_intensive,"Study describes how they use AI/ML to perform document processing.
    There are three phases. In phase 1, email attachments are extracted and stored into S3.
    In phase 2, AI/ML services are used to further process them and results are again stored in S3. The results here are topics (document classification) and extracted details like quote and policy numbers.
    In phase 3, a lambda picks up the results and performs some (unclear) postprocessing to store in dynamodb.
    In case accuracy of models is found to be unsatisfactory, the lambda also triggers sagemaker ground truth where a domain expert can improve the model.",9,19,compute_intensive
q_5U7z_vNug,"Flutura: Digital Twin - Shaping Operations for Maximizing Yield, Reliability and Net-Zero Goals",https://www.youtube.com/watch?v=q_5U7z_vNug,data_ingestion,EMR to run Spark and HBase and because of scalable architecture for independently scaling compute and storage. Billion records per day. 50k rules evaluation in a minute.,8,15,data_ingestion
amh7nzl32v4,Melco Resorts & Entertainment: Serverless Architecture Pattern for Melco Club Mobile App,https://www.youtube.com/watch?v=amh7nzl32v4,interactive,talks about why they wanted to use serverless.mentions why they chose dynamodb. Future: eks. mentions lambda constraints.,8,14,interactive
iSkWd31X7zo,TechConnect: Tech Powered Sports with IoT  Machine Learning,https://www.youtube.com/watch?v=iSkWd31X7zo,"data_ingestion,compute_intensive","IOT devices embedded in sports equipment (bat/ball) send data on which some unspecified inference work is done using an ML model.
    The results are delivered to fans, coaches, and broadcasters. Therefore, the endpoint is a UserConsumerAPI.
    The same input data is also stored in an S3 and is potentially used for updating models.",9,9,"data_ingestion, compute_intensive"
l3f29v3IJGA,Arvind Internet: Building a Multichannel Multitenant Platform with Kubernetes on AWS,https://www.youtube.com/watch?v=l3f29v3IJGA,interactive,"B2B SaaS. 6k offline stores.
    Multi-data-stores: transactional data is stored in MySQL, non-transactional data is stored in Cassandra (but the graph only shows RDS).
    At peak season, the load can scale by 5x. Use vertical and horizontal scaling; for containers, use horizontal power scaling and EC2 scaling. 3-5M active sessions.

    WAF helps avoid bots and DDOS attacks
    API Gateway also used for throttling of traffice between microservices
    Transactional data (large inventory of brands and commerce) stored in MySQL; nontransactional data (eg. clickthrough) stored in Cassandra; several terabytes overall
    Code managed on bit bucket and fabricator, packaged and processed using jenkins
    Horizontal power scaling, ec2 scaling for containers
    3-5 million active sessions at any given point of time during peak season
    Planning to build data lake",9,15,interactive
x76BIV88j_M,Cabify: Building a Massively Scalable Ride-Sharing Mobile App with Containers (Spanish),https://www.youtube.com/watch?v=x76BIV88j_M,interactive,Route53 enabled data transfer which was estimated to 2 weeks in 2 days. 700 services. Spot instances to deal with sudden load and they are low in price. contextual rule for hot data (Mysql) migration to warm(S3): whether trip is active or not.Each service has its own database.,8,11,interactive
W5qVQr-n5M8,FICO: Fraud Detection and AntiMoney Laundering with AWS Lambda and AWS Step Functions,https://www.youtube.com/watch?v=W5qVQr-n5M8,compute_intensive,Future plans of directly using AWS batch for directly invoking the batch processing instead of Lambda and EC2,10,20,compute_intensive
yPJf85tjv6M,HK01: Serverless Analytics for Clickstreams Analysis (Cantonese),https://www.youtube.com/watch?v=yPJf85tjv6M,data_ingestion,"data analytics, crowdfunding etc. wanted to reduce maintainence time. why alb? api domain more versatile but use cases of company limited so cost imp.",11,13,data_ingestion
37T7Nd8pL-c,Docebo: How to Create Compelling e-Learning Videos from Documents via AI ML Services,https://www.youtube.com/watch?v=37T7Nd8pL-c,control,"Internal tool used by e-learning company; generate e-learning tools from documents.
    This team's job is to removes noisy documents from their dataset.
    Uses ML model to classify.
    The entire architecture is serverless except SageMaker.
    Scale: overall, process 10-20 documents/day; the arch can handle 40-50 pagers per minute. Reduce noise by 80%.",8,12,control
0JxJpNjI9Y0,The Washington Post: Building a Content Management Platform with Speed at its Core,https://www.youtube.com/watch?v=0JxJpNjI9Y0,interactive,"rendering and content management system. caching very important. first CDN, then origin proxy, then S3. if not in S3, then dynamic rendering uysing lambda. second ECS to gain access to content.CMS manages stories, images, sports APIs etc.what to store in s3 vs elasticache? prerendering in s3. mostly decision by developers.dynamodb: for newsroom users -> pagebuilder admin. web template in dynamodb. also, deployment using lambda uses dynamodb.gives high availability. multiple use cases of lambda.",9,17,interactive
_pXybA6832o,Olikka: Self Service Hub with Alexa,https://www.youtube.com/watch?v=_pXybA6832o,interactive,"Company focuses on system integration and automation; customers request workspaces that support provision, identity
    Used rekognition because of no knowledge of cv required to use
    Used DynamoDB due to ease of use and latency
    Used numerous Lambda but due to CloudFormation, it's easy to setup
    Future Plan: use Sumerian (?)",9,11,interactive
D_4dsXVqzMs,Met Office: Building an Entirely Serverless National Severe Weather Warning System on AWS,https://www.youtube.com/watch?v=D_4dsXVqzMs,control,"UK's weather and climate service. Severe weather warning system. Way of alerting general public and first responders.
    Orchestration done by StepFunctions (powered by Lambdas).
    CloudWatch led polling mechanism to find warnings and send notifications.
    Warnings by nature mean that the system is not doing anything for most of the time and may be suddenly very busy.
    Cost therefore is considerably reduced by moving the system to AWS. Because they are not continuously burning money running the full scale system on-premise.
    Less than 5% cost now after their migration.",7,10,control
XG6mHvi4eNU,Avaloq: Automating the Provisioning of a Bank-in-a-Box in Minutes Using Amazon EKS,https://www.youtube.com/watch?v=XG6mHvi4eNU,control,"Bank-in-a-Box system for partners to test their APIs. use immutable infra to provision a sandbox in 50 min (fast enough for them, as customers provision/install their own systems take way longer). pre-bake the accounts (warm accounts) to speed up the process. use of EKS for better orchestration as they did not want to build whole control plane - low maintenance effort. AWS IAM roles to enable authorization uncoded.5 minute infrastructure provisioning. Pre-provisioned accounts",6,10,control
mKZw29_UtoU,Miriade: Forecasting and Real Time Tracking of the Car Parking Availability Italian,https://www.youtube.com/watch?v=mKZw29_UtoU,"data_ingestion,interactive","Miriade: consulting firm that deals with middleware specialized in big data, machine learning, advanced analytics
    AIM Mobilita: put together all data from parking areas to make previsions of machine learning about future state of occupancy and then make available to public in real time

    Parking lot (UserCompanyEdge) sends real time parking lot occupancy
    Data in DynamoDB that is older than 1 week is automatically deleted
    SageMaker is used to predict data in long term
    Code Commit contains Cloud Formation template that defines the entire architecture; it also contains Lambda definitions and algorithms of SageMaker

    Future plan: use QuickSight for visualization
    Strength: completely serverless (which leads to scalability)",10,17,"data_ingestion, interactive"
Ly_UhX3LCCs,AWS Solutions: Simple and Secure Media Exchange on AWS,https://www.youtube.com/watch?v=Ly_UhX3LCCs,other,"media transfer is costly and time-taking and need to be secure.Use S3 to transfer large media files with a pub/sub model: pub side has write permission to a shared bucket, sub side has read permission. Use events and notification; both sides can develop their own workflow. Access control using AWS Identity Management (no additional credential to manage).",7,7,other
illMCyp4O9A,Enel: Management and Analysis of Meters Data Italian,https://www.youtube.com/watch?v=illMCyp4O9A,data_ingestion,"",10,14,data_ingestion
ilsJgwcAshE,Amagi: Powering High Availability Broadcast Playout on AWS Cloud,https://www.youtube.com/watch?v=ilsJgwcAshE,data_ingestion,"Linear broadcast pipeline - allows content owners to have a channel out of VoD and live events.
    An event can be somethine like a sporting event or news broadcast. The main input is the video feed from cameras.
    The feed is ingested by cloud port live. An automation system schedules the event and triggers cloud playout.
    Once triggered, cloud playout which fetches the video from cloud port live and assets from S3.
    The generated graphics from assets are then applied by cloud playout to the video. The information then goes to the Hitless Switcher.
    Hitless switcher switches between feeds during disaster recovery.",9,9,data_ingestion
gpWR5JBC64A,FoodHub: Enabling Massive Scale Order Processing with Serverless Architecture,https://www.youtube.com/watch?v=gpWR5JBC64A,"data_ingestion,interactive","",8,6,"data_ingestion, interactive"
acm-HWJhEOA,Careem: Identity Based Fraud Detection Using Neptune and Neptune ML,https://www.youtube.com/watch?v=acm-HWJhEOA,data_ingestion,"Ride share company.
blanket approach to find all kind of frauds. 
Historical data in S3. 
GraphDB - representation of all the users. 
Neptune - because fully managed by AWS
Rule based approach of fraud detection with 90% precision
High value customers are monitored manually as they don't want to risk with 90% precision
Blocked about 35000 bad actors
Graph data can be used by downstream tasks for ML
Future plans - use ML, Replace rules with Neptune ML, increase precision and get rid of manual process
Wishlist from AWS - Neptune ML to make use of edge properties for DL",8,14,data_ingestion
rRvy5Fbei1s,Dentsu Tracking: Using Serverless to Power an EU Government Supply-Chain Control System,https://www.youtube.com/watch?v=rRvy5Fbei1s,data_ingestion,"usecase: tobacco tracking in EU: 150 billion packs stored for 5 years.. 6000 calls per second.. 200k records -> need to be validated by single lambda. heavy parellelism. It is interesting that the data seems to be stored both S3 and DynamoDB; it also uses a hybrid of EC2 and Lambda. using EC2 in the middle because they test and find this step requires massive computing, and EC2 is more cost-efficient",13,13,data_ingestion
SxFag4CMWU8,Sisense: Using Amazon EKS and FSx for Lustre for Multi-Source Data Ingestion and Presentation,https://www.youtube.com/watch?v=SxFag4CMWU8,data_ingestion,"bi analyzer company. data has different sources. fsx or redshift? they use elasticube to make that decision. if its warm, redshift, if hot then fsx. why on eks? availability scalability etc. why choose fsx? fsx is vv fast responses, low latencies. has capability to keep data in s3 bucket.",11,14,data_ingestion
